assembly	ncontigs	nbps	ulen	maxlen	n50num	n50len	nonATGC
/home/jshaw/scratch/2022_sketched_distance/references/SGB_genome_fastas_part1_redo/1560/YuJ_2015__SZAXPI015217-140__bin.30.fa	17	1268334	74607	223191	5	81316	0
/home/jshaw/scratch/2022_sketched_distance/references/SGB_genome_fastas_part1_redo/1560/YuJ_2015__SZAXPI017464-37__bin.5.fa	113	2379503	21057	120610	22	35251	0
/home/jshaw/scratch/2022_sketched_distance/references/SGB_genome_fastas_part1_redo/1560/ZellerG_2014__CCIS33816588ST-4-0__bin.62.fa	46	2552409	55487	194569	9	87998	0
/home/jshaw/scratch/2022_sketched_distance/references/SGB_genome_fastas_part1_redo/1560/ZellerG_2014__CCIS35100175ST-4-0__bin.56.fa	77	2398515	31149	160846	16	51473	0
/home/jshaw/scratch/2022_sketched_distance/references/SGB_genome_fastas_part1_redo/1560/ZellerG_2014__CCMD18872694ST-21-0__bin.29.fa	68	2382499	35036	151859	13	56242	0
assembly	ncontigs	nbps	ulen	maxlen	n50num	n50len	nonATGC
/home/jshaw/scratch/2022_sketched_distance/references/SGB_genome_fastas_part1_redo/1457/CM_periimplantitis__SP_187SPT_T016_R__bin.9.fa	565	2265504	4009	29211	153	4530	0
/home/jshaw/scratch/2022_sketched_distance/references/SGB_genome_fastas_part1_redo/1457/CM_periimplantitis__SP_283SPT_T016__bin.18.fa	584	2175997	3726	16252	177	4031	0
/home/jshaw/scratch/2022_sketched_distance/references/SGB_genome_fastas_part1_redo/1457/CM_periimplantitis__SP_344SPT_T016__bin.20.fa	38	3041182	80031	313377	8	137882	0
/home/jshaw/scratch/2022_sketched_distance/references/SGB_genome_fastas_part1_redo/1457/CM_periimplantitis__SP_381SPT_T016__bin.2.fa	506	3054699	6036	36717	122	7609	0
/home/jshaw/scratch/2022_sketched_distance/references/SGB_genome_fastas_part1_redo/1457/CM_periimplantitis__SP_502SPI_T016__bin.10.fa	85	3288906	38693	155663	19	64875	0
/home/jshaw/scratch/2022_sketched_distance/references/SGB_genome_fastas_part1_redo/1457/CM_periimplantitis__SP_503SPT_T016__bin.7.fa	135	3157647	23389	114973	30	36939	0
/home/jshaw/scratch/2022_sketched_distance/references/SGB_genome_fastas_part1_redo/1457/HMP_2012__SRS011255__bin.28.fa	129	3265298	25312	157840	26	39529	0
/home/jshaw/scratch/2022_sketched_distance/references/SGB_genome_fastas_part1_redo/1457/HMP_2012__SRS013170__bin.67.fa	197	2954638	14998	80866	38	23711	0
/home/jshaw/scratch/2022_sketched_distance/references/SGB_genome_fastas_part1_redo/1457/HMP_2012__SRS013533__bin.41.fa	278	3188515	11469	56453	57	16511	0
/home/jshaw/scratch/2022_sketched_distance/references/SGB_genome_fastas_part1_redo/1457/HMP_2012__SRS015215__bin.26.fa	89	3330501	37421	249298	14	87621	0
/home/jshaw/scratch/2022_sketched_distance/references/SGB_genome_fastas_part1_redo/1457/HMP_2012__SRS015803__bin.11.fa	250	3101646	12406	62619	57	16638	0
/home/jshaw/scratch/2022_sketched_distance/references/SGB_genome_fastas_part1_redo/1457/HMP_2012__SRS017139__bin.7.fa	477	1943040	4073	18600	144	4522	0
/home/jshaw/scratch/2022_sketched_distance/references/SGB_genome_fastas_part1_redo/1457/HMP_2012__SRS017227__bin.18.fa	451	1966354	4359	15056	132	5151	0
/home/jshaw/scratch/2022_sketched_distance/references/SGB_genome_fastas_part1_redo/1457/HMP_2012__SRS017445__bin.44.fa	501	2371729	4733	23024	143	5368	0
/home/jshaw/scratch/2022_sketched_distance/references/SGB_genome_fastas_part1_redo/1457/HMP_2012__SRS018157__bin.35.fa	44	3217114	73116	239775	11	116403	0
/home/jshaw/scratch/2022_sketched_distance/references/SGB_genome_fastas_part1_redo/1457/HMP_2012__SRS018394__bin.34.fa	309	3082003	9974	47141	79	12480	0
/home/jshaw/scratch/2022_sketched_distance/references/SGB_genome_fastas_part1_redo/1457/HMP_2012__SRS018665__bin.40.fa	338	3079079	9109	50341	73	12381	0
/home/jshaw/scratch/2022_sketched_distance/references/SGB_genome_fastas_part1_redo/1457/HMP_2012__SRS019129__bin.10.fa	282	3183956	11290	62690	64	16034	0
/home/jshaw/scratch/2022_sketched_distance/references/SGB_genome_fastas_part1_redo/1457/HMP_2012__SRS019906__bin.23.fa	354	2704941	7641	41497	85	10019	0
/home/jshaw/scratch/2022_sketched_distance/references/SGB_genome_fastas_part1_redo/1457/HMP_2012__SRS020226__bin.32.fa	487	2229203	4577	19214	136	5337	0
/home/jshaw/scratch/2022_sketched_distance/references/SGB_genome_fastas_part1_redo/1457/HMP_2012__SRS021477__bin.4.fa	587	2487213	4237	19567	169	4815	0
/home/jshaw/scratch/2022_sketched_distance/references/SGB_genome_fastas_part1_redo/1457/HMP_2012__SRS023841__bin.5.fa	117	3249907	27776	145913	24	43168	0
/home/jshaw/scratch/2022_sketched_distance/references/SGB_genome_fastas_part1_redo/1457/HMP_2012__SRS023964__bin.4.fa	520	2074808	3990	18321	147	4508	0
/home/jshaw/scratch/2022_sketched_distance/references/SGB_genome_fastas_part1_redo/1457/HMP_2012__SRS024087__bin.72.fa	97	2808178	28950	169457	19	50605	0
/home/jshaw/scratch/2022_sketched_distance/references/SGB_genome_fastas_part1_redo/1457/HMP_2012__SRS024649__bin.21.fa	343	3131847	9130	68858	74	12225	0
/home/jshaw/scratch/2022_sketched_distance/references/SGB_genome_fastas_part1_redo/1457/HMP_2012__SRS045197__bin.7.fa	35	3323654	94961	334420	6	240686	0
/home/jshaw/scratch/2022_sketched_distance/references/SGB_genome_fastas_part1_redo/1457/HMP_2012__SRS047634__bin.98.fa	513	2379462	4638	40683	142	5253	0
/home/jshaw/scratch/2022_sketched_distance/references/SGB_genome_fastas_part1_redo/1457/HMP_2012__SRS051378__bin.4.fa	437	2943956	6736	40133	109	8592	0
/home/jshaw/scratch/2022_sketched_distance/references/SGB_genome_fastas_part1_redo/1457/HMP_2012__SRS051941__bin.40.fa	140	3294143	23529	111159	29	35475	0
/home/jshaw/scratch/2022_sketched_distance/references/SGB_genome_fastas_part1_redo/1457/HMP_2012__SRS052604__bin.17.fa	176	3237384	18394	115102	38	26638	0
/home/jshaw/scratch/2022_sketched_distance/references/SGB_genome_fastas_part1_redo/1457/HMP_2012__SRS053917__bin.20.fa	480	1942460	4046	22567	148	4564	0
/home/jshaw/scratch/2022_sketched_distance/references/SGB_genome_fastas_part1_redo/1457/HMP_2012__SRS054430__bin.16.fa	309	3282379	10622	53188	71	14491	0
/home/jshaw/scratch/2022_sketched_distance/references/SGB_genome_fastas_part1_redo/1457/HMP_2012__SRS055401__bin.15.fa	653	2229070	3413	15986	199	3688	0
/home/jshaw/scratch/2022_sketched_distance/references/SGB_genome_fastas_part1_redo/1457/HMP_2012__SRS063603__bin.16.fa	215	3117980	14502	81851	46	19769	0
/home/jshaw/scratch/2022_sketched_distance/references/SGB_genome_fastas_part1_redo/1457/HMP_2012__SRS064449__bin.40.fa	467	2806306	6009	40437	117	7598	0
assembly	ncontigs	nbps	ulen	maxlen	n50num	n50len	nonATGC
/home/jshaw/scratch/2022_sketched_distance/references/SGB_genome_fastas_part1_redo/1437/BritoIL_2016__M1.4.ST__bin.14.fa	207	2813144	13590	60898	47	19548	0
/home/jshaw/scratch/2022_sketched_distance/references/SGB_genome_fastas_part1_redo/1437/BritoIL_2016__M2.39.ST__bin.73.fa	93	2955204	31776	154275	19	48618	0
/home/jshaw/scratch/2022_sketched_distance/references/SGB_genome_fastas_part1_redo/1437/ChengpingW_2017__AS119raw__bin.13.fa	46	2961888	64388	194993	11	93167	0
/home/jshaw/scratch/2022_sketched_distance/references/SGB_genome_fastas_part1_redo/1437/CM_madagascar__A43_02_1FE__bin.25.fa	352	2728015	7750	34993	84	10320	0
/home/jshaw/scratch/2022_sketched_distance/references/SGB_genome_fastas_part1_redo/1437/CM_madagascar__A89_02_1FE__bin.65.fa	540	2120183	3926	16406	158	4341	0
/home/jshaw/scratch/2022_sketched_distance/references/SGB_genome_fastas_part1_redo/1437/CosteaPI_2017__SID713A013-11-0-0__bin.83.fa	94	2957533	31463	157969	19	49022	0
/home/jshaw/scratch/2022_sketched_distance/references/SGB_genome_fastas_part1_redo/1437/CosteaPI_2017__SID713A014-11-0-0__bin.4.fa	294	2611455	8882	77982	64	12461	0
/home/jshaw/scratch/2022_sketched_distance/references/SGB_genome_fastas_part1_redo/1437/CosteaPI_2017__SID713A023-11-0-0__bin.73.fa	59	2993165	50731	254955	11	73607	0
/home/jshaw/scratch/2022_sketched_distance/references/SGB_genome_fastas_part1_redo/1437/CosteaPI_2017__SID713A028-11-90-0__bin.22.fa	308	2779697	9024	89982	63	12646	0
/home/jshaw/scratch/2022_sketched_distance/references/SGB_genome_fastas_part1_redo/1437/CosteaPI_2017__SID713A038-11-90-0__bin.47.fa	153	2769588	18101	75737	33	27465	0
/home/jshaw/scratch/2022_sketched_distance/references/SGB_genome_fastas_part1_redo/1437/CosteaPI_2017__SID713A040-11-0-0__bin.53.fa	43	2967781	69018	262182	10	113607	0
/home/jshaw/scratch/2022_sketched_distance/references/SGB_genome_fastas_part1_redo/1437/CosteaPI_2017__SID713A057-11-90-0__bin.38.fa	90	2920225	32446	133966	19	44558	0
/home/jshaw/scratch/2022_sketched_distance/references/SGB_genome_fastas_part1_redo/1437/CosteaPI_2017__SID713A058-11-0-0__bin.5.fa	235	2581339	10984	73546	40	19752	0
/home/jshaw/scratch/2022_sketched_distance/references/SGB_genome_fastas_part1_redo/1437/CosteaPI_2017__SID713A058-11-90-0__bin.72.fa	62	2951055	47597	227395	14	62463	0
/home/jshaw/scratch/2022_sketched_distance/references/SGB_genome_fastas_part1_redo/1437/CosteaPI_2017__SID713A073-11-0-0__bin.29.fa	417	2009319	4818	24570	96	6301	0
/home/jshaw/scratch/2022_sketched_distance/references/SGB_genome_fastas_part1_redo/1437/CosteaPI_2017__SID713A081-11-90-0__bin.19.fa	229	2819458	12312	81906	51	17259	0
/home/jshaw/scratch/2022_sketched_distance/references/SGB_genome_fastas_part1_redo/1437/CosteaPI_2017__SID713B002-11-0-0__bin.27.fa	206	2470789	11994	94289	39	19570	0
/home/jshaw/scratch/2022_sketched_distance/references/SGB_genome_fastas_part1_redo/1437/CosteaPI_2017__SID713B002-11-90-0__bin.87.fa	139	2636252	18965	138113	24	34305	0
/home/jshaw/scratch/2022_sketched_distance/references/SGB_genome_fastas_part1_redo/1437/CosteaPI_2017__SID713B016-11-90-0__bin.43.fa	50	3017854	60357	249009	12	84122	0
/home/jshaw/scratch/2022_sketched_distance/references/SGB_genome_fastas_part1_redo/1437/CosteaPI_2017__SID713B056-11-90-0__bin.21.fa	271	2410576	8895	57134	56	12969	0
/home/jshaw/scratch/2022_sketched_distance/references/SGB_genome_fastas_part1_redo/1437/CosteaPI_2017__SID713B058-11-0-0__bin.63.fa	35	2939403	83982	404014	7	132983	0
/home/jshaw/scratch/2022_sketched_distance/references/SGB_genome_fastas_part1_redo/1437/CosteaPI_2017__SID713B058-11-90-0__bin.39.fa	358	1694770	4733	29309	82	6001	0
/home/jshaw/scratch/2022_sketched_distance/references/SGB_genome_fastas_part1_redo/1437/CosteaPI_2017__SID713B064-11-90-0__bin.6.fa	53	3027739	57127	246478	11	80589	0
/home/jshaw/scratch/2022_sketched_distance/references/SGB_genome_fastas_part1_redo/1437/CosteaPI_2017__SID713B065-11-0-0__bin.30.fa	538	1939205	3604	31108	153	3960	0
/home/jshaw/scratch/2022_sketched_distance/references/SGB_genome_fastas_part1_redo/1437/CosteaPI_2017__SID713B072-11-0-0__bin.18.fa	128	2750715	21489	95349	27	30053	0
/home/jshaw/scratch/2022_sketched_distance/references/SGB_genome_fastas_part1_redo/1437/CosteaPI_2017__SID713B072-11-90-0__bin.33.fa	476	2347896	4932	38704	128	6040	0
/home/jshaw/scratch/2022_sketched_distance/references/SGB_genome_fastas_part1_redo/1437/FengQ_2015__SID530743__bin.84.fa	363	2324567	6403	31397	92	8067	0
/home/jshaw/scratch/2022_sketched_distance/references/SGB_genome_fastas_part1_redo/1437/FerrettiP_2018__CA_C10031MS2526FE_t0M15__bin.50.fa	108	2487249	23030	100713	20	40185	0
/home/jshaw/scratch/2022_sketched_distance/references/SGB_genome_fastas_part1_redo/1437/LeChatelierE_2013__MH0006__bin.11.fa	196	2713357	13843	65189	46	17640	0
/home/jshaw/scratch/2022_sketched_distance/references/SGB_genome_fastas_part1_redo/1437/LeChatelierE_2013__MH0175__bin.3.fa	228	1784340	7826	38158	51	10651	0
/home/jshaw/scratch/2022_sketched_distance/references/SGB_genome_fastas_part1_redo/1437/LeChatelierE_2013__MH0189__bin.83.fa	189	2609372	13806	71630	43	20275	0
/home/jshaw/scratch/2022_sketched_distance/references/SGB_genome_fastas_part1_redo/1437/LiJ_2014__O2.CD2-0__bin.23.fa	49	3013256	61495	200090	13	69805	0
/home/jshaw/scratch/2022_sketched_distance/references/SGB_genome_fastas_part1_redo/1437/LiJ_2014__V1.CD6-0-PT__bin.10.fa	114	2877212	25238	107234	22	37518	0
/home/jshaw/scratch/2022_sketched_distance/references/SGB_genome_fastas_part1_redo/1437/LiuW_2016__SRR3993012__bin.46.fa	206	2695188	13083	89995	41	19643	0
/home/jshaw/scratch/2022_sketched_distance/references/SGB_genome_fastas_part1_redo/1437/LiuW_2016__SRR3993030__bin.73.fa	280	2473438	8833	46567	65	12417	0
/home/jshaw/scratch/2022_sketched_distance/references/SGB_genome_fastas_part1_redo/1437/LiuW_2016__SRR3993041__bin.71.fa	123	2924408	23775	124214	28	32893	0
/home/jshaw/scratch/2022_sketched_distance/references/SGB_genome_fastas_part1_redo/1437/LiuW_2016__SRR3993058__bin.36.fa	158	2720454	17218	97658	32	25056	0
/home/jshaw/scratch/2022_sketched_distance/references/SGB_genome_fastas_part1_redo/1437/NielsenHB_2014__MH0006__bin.37.fa	319	2688006	8426	47576	74	11017	0
/home/jshaw/scratch/2022_sketched_distance/references/SGB_genome_fastas_part1_redo/1437/NielsenHB_2014__MH0175__bin.17.fa	352	2372243	6739	46639	83	9141	0
/home/jshaw/scratch/2022_sketched_distance/references/SGB_genome_fastas_part1_redo/1437/QinN_2014__LD-17__bin.18.fa	440	2379150	5407	27501	111	6812	0
/home/jshaw/scratch/2022_sketched_distance/references/SGB_genome_fastas_part1_redo/1437/RampelliS_2015__H10__bin.1.fa	492	2286405	4647	22017	131	5701	0
/home/jshaw/scratch/2022_sketched_distance/references/SGB_genome_fastas_part1_redo/1437/RampelliS_2015__H14__bin.88.fa	249	2702815	10854	60153	56	15636	0
/home/jshaw/scratch/2022_sketched_distance/references/SGB_genome_fastas_part1_redo/1437/RampelliS_2015__H17__bin.31.fa	348	2592925	7450	37544	82	10412	0
/home/jshaw/scratch/2022_sketched_distance/references/SGB_genome_fastas_part1_redo/1437/SchirmerM_2016__G88808__bin.1.fa	569	2351096	4131	20141	159	4732	0
/home/jshaw/scratch/2022_sketched_distance/references/SGB_genome_fastas_part1_redo/1437/SchirmerM_2016__G88960__bin.8.fa	556	1696309	3050	15108	176	3187	0
/home/jshaw/scratch/2022_sketched_distance/references/SGB_genome_fastas_part1_redo/1437/WenC_2017__RA042__bin.45.fa	73	2779397	38073	253211	11	66986	0
/home/jshaw/scratch/2022_sketched_distance/references/SGB_genome_fastas_part1_redo/1437/YuJ_2015__SZAXPI015220-136__bin.55.fa	367	2516404	6856	40875	88	8743	0
/home/jshaw/scratch/2022_sketched_distance/references/SGB_genome_fastas_part1_redo/1437/ZeeviD_2015__PNP_Main_60__bin.58.fa	38	2070661	54491	244423	9	72895	0
/home/jshaw/scratch/2022_sketched_distance/references/SGB_genome_fastas_part1_redo/1437/ZeeviD_2015__PNP_Main_763__bin.39.fa	128	2837530	22168	230515	26	34138	0
assembly	ncontigs	nbps	ulen	maxlen	n50num	n50len	nonATGC
/home/jshaw/scratch/2022_sketched_distance/references/SGB_genome_fastas_part1_redo/1792/BackhedF_2015__SID544_M__bin.47.fa	29	3211734	110749	360864	7	180434	0
/home/jshaw/scratch/2022_sketched_distance/references/SGB_genome_fastas_part1_redo/1792/Bengtsson-PalmeJ_2015__TRAVELRES69__bin.93.fa	591	2691436	4554	31423	153	5489	0
/home/jshaw/scratch/2022_sketched_distance/references/SGB_genome_fastas_part1_redo/1792/Bengtsson-PalmeJ_2015__TRAVELRES70__bin.68.fa	588	2932666	4987	27202	145	6300	0
/home/jshaw/scratch/2022_sketched_distance/references/SGB_genome_fastas_part1_redo/1792/BritoIL_2016__W2.43.ST__bin.65.fa	36	3459593	96099	316013	7	182494	0
/home/jshaw/scratch/2022_sketched_distance/references/SGB_genome_fastas_part1_redo/1792/FengQ_2015__SID530600__bin.13.fa	721	1977558	2742	8605	239	2898	0
/home/jshaw/scratch/2022_sketched_distance/references/SGB_genome_fastas_part1_redo/1792/HMP_2012__SRS013476__bin.46.fa	101	3386087	33525	180829	17	64004	0
/home/jshaw/scratch/2022_sketched_distance/references/SGB_genome_fastas_part1_redo/1792/HMP_2012__SRS014235__bin.69.fa	39	3477009	89154	382051	8	179159	0
/home/jshaw/scratch/2022_sketched_distance/references/SGB_genome_fastas_part1_redo/1792/HMP_2012__SRS019685__bin.31.fa	116	3238016	27913	201431	22	48433	0
/home/jshaw/scratch/2022_sketched_distance/references/SGB_genome_fastas_part1_redo/1792/HMP_2012__SRS024132__bin.20.fa	81	3345671	41304	247941	15	69502	0
/home/jshaw/scratch/2022_sketched_distance/references/SGB_genome_fastas_part1_redo/1792/HMP_2012__SRS053335__bin.32.fa	38	3346456	88064	301496	10	118578	0
/home/jshaw/scratch/2022_sketched_distance/references/SGB_genome_fastas_part1_redo/1792/KarlssonFH_2013__S263__bin.15.fa	711	2333476	3281	17371	217	3560	0
/home/jshaw/scratch/2022_sketched_distance/references/SGB_genome_fastas_part1_redo/1792/LiJ_2014__MH0336__bin.23.fa	69	3263318	47294	209479	11	100514	0
/home/jshaw/scratch/2022_sketched_distance/references/SGB_genome_fastas_part1_redo/1792/LiJ_2014__MH0382__bin.29.fa	20	3495200	174760	627688	6	254183	0
/home/jshaw/scratch/2022_sketched_distance/references/SGB_genome_fastas_part1_redo/1792/LiJ_2014__MH0389__bin.71.fa	30	3582366	119412	396810	8	154714	0
/home/jshaw/scratch/2022_sketched_distance/references/SGB_genome_fastas_part1_redo/1792/LiJ_2014__MH0394__bin.50.fa	21	3392758	161559	477308	5	262461	0
/home/jshaw/scratch/2022_sketched_distance/references/SGB_genome_fastas_part1_redo/1792/LiJ_2014__O2.UC7-1__bin.35.fa	33	3313127	100397	379475	7	182494	0
/home/jshaw/scratch/2022_sketched_distance/references/SGB_genome_fastas_part1_redo/1792/LiJ_2014__V1.FI36__bin.98.fa	27	3313753	122731	455959	5	224460	0
/home/jshaw/scratch/2022_sketched_distance/references/SGB_genome_fastas_part1_redo/1792/NielsenHB_2014__O2_UC51_2__bin.9.fa	65	3311844	50951	218581	13	103404	0
/home/jshaw/scratch/2022_sketched_distance/references/SGB_genome_fastas_part1_redo/1792/NielsenHB_2014__O2_UC52_0__bin.19.fa	59	3485810	59081	283102	12	106733	0
/home/jshaw/scratch/2022_sketched_distance/references/SGB_genome_fastas_part1_redo/1792/NielsenHB_2014__V1_UC49_1__bin.38.fa	33	3426199	103824	516865	6	191572	0
/home/jshaw/scratch/2022_sketched_distance/references/SGB_genome_fastas_part1_redo/1792/VincentC_2016__MM050.4__bin.57.fa	190	3623775	19072	141981	35	29399	0
/home/jshaw/scratch/2022_sketched_distance/references/SGB_genome_fastas_part1_redo/1792/ZeeviD_2015__PNP_DietIntervention_14__bin.9.fa	501	2794100	5577	33933	122	7184	0
/home/jshaw/scratch/2022_sketched_distance/references/SGB_genome_fastas_part1_redo/1792/ZeeviD_2015__PNP_Main_133__bin.19.fa	22	3525237	160238	429674	5	332070	0
/home/jshaw/scratch/2022_sketched_distance/references/SGB_genome_fastas_part1_redo/1792/ZeeviD_2015__PNP_Main_182__bin.5.fa	682	2367561	3471	20334	199	3788	0
/home/jshaw/scratch/2022_sketched_distance/references/SGB_genome_fastas_part1_redo/1792/ZeeviD_2015__PNP_Main_356__bin.21.fa	27	3555544	131686	448340	7	179957	0
/home/jshaw/scratch/2022_sketched_distance/references/SGB_genome_fastas_part1_redo/1792/ZeeviD_2015__PNP_Main_479__bin.14.fa	41	3489071	85099	326512	7	182023	0
/home/jshaw/scratch/2022_sketched_distance/references/SGB_genome_fastas_part1_redo/1792/ZeeviD_2015__PNP_Main_553__bin.45.fa	30	3403861	113462	447500	6	177863	0
/home/jshaw/scratch/2022_sketched_distance/references/SGB_genome_fastas_part1_redo/1792/ZeeviD_2015__PNP_Validation_38__bin.40.fa	131	3338124	25481	133160	27	42151	0
assembly	ncontigs	nbps	ulen	maxlen	n50num	n50len	nonATGC
/home/jshaw/scratch/2022_sketched_distance/references/SGB_genome_fastas_part1_redo/1561/CM_periimplantitis__SP_123SPT_T016__bin.4.fa	267	2693464	10087	47161	52	15927	0
/home/jshaw/scratch/2022_sketched_distance/references/SGB_genome_fastas_part1_redo/1561/CM_periimplantitis__SP_143SPI_T016__bin.7.fa	74	2216608	29954	104193	17	47156	0
/home/jshaw/scratch/2022_sketched_distance/references/SGB_genome_fastas_part1_redo/1561/CM_periimplantitis__SP_162SPI_T016__bin.17.fa	33	2078582	62987	300387	7	113312	0
/home/jshaw/scratch/2022_sketched_distance/references/SGB_genome_fastas_part1_redo/1561/CM_periimplantitis__SP_189SPI_T016__bin.28.fa	63	2172788	34488	129279	14	58253	0
/home/jshaw/scratch/2022_sketched_distance/references/SGB_genome_fastas_part1_redo/1561/CM_periimplantitis__SP_281SPI_T016__bin.22.fa	211	2329799	11041	92516	40	17724	0
/home/jshaw/scratch/2022_sketched_distance/references/SGB_genome_fastas_part1_redo/1561/CM_periimplantitis__SP_282SPT_T016_R__bin.22.fa	69	1308633	18965	100049	16	26312	0
/home/jshaw/scratch/2022_sketched_distance/references/SGB_genome_fastas_part1_redo/1561/CM_periimplantitis__SP_283SPT_T016__bin.32.fa	483	2334376	4833	22684	120	6057	0
